===2023-07-27 06:09:15===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[225,338,507,761,1142,417,626,939,528,792,352,528,587,
client_nums=[5,3,2,2,1,]
len_dataset=[3719,2479,1652,1101,734,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 1.1299 | Train Acc: 0.7956
 Site-MNIST                         | Train Loss: 1.1706 | Train Acc: 0.7692
 Site-MNIST                         | Train Loss: 1.2078 | Train Acc: 0.7357
 Site-MNIST                         | Train Loss: 1.1514 | Train Acc: 0.7779
 Site-MNIST                         | Train Loss: 1.1595 | Train Acc: 0.7592
 Site-USPS                          | Train Loss: 1.0484 | Train Acc: 0.7530
 Site-USPS                          | Train Loss: 1.0046 | Train Acc: 0.7875
 Site-USPS                          | Train Loss: 0.9848 | Train Acc: 0.8136
 Site-SynthDigits                   | Train Loss: 1.9599 | Train Acc: 0.3182
 Site-SynthDigits                   | Train Loss: 1.8772 | Train Acc: 0.3649
 Site-MNIST_M                       | Train Loss: 2.0626 | Train Acc: 0.3438
 Site-MNIST_M                       | Train Loss: 2.1139 | Train Acc: 0.2992
 Site-SVHN                          | Train Loss: 2.2127 | Train Acc: 0.2027
Average Train Accuracy: 0.5939
 Site-MNIST                         | Val  Loss: 1.1734 | Val  Acc: 0.7321
 Site-MNIST                         | Val  Loss: 1.2121 | Val  Acc: 0.7857
 Site-MNIST                         | Val  Loss: 1.1376 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 1.1716 | Val  Acc: 0.7368
 Site-MNIST                         | Val  Loss: 1.1691 | Val  Acc: 0.7544
 Site-USPS                          | Val  Loss: 1.0039 | Val  Acc: 0.7788
 Site-USPS                          | Val  Loss: 1.0473 | Val  Acc: 0.7821
 Site-USPS                          | Val  Loss: 1.0264 | Val  Acc: 0.7607
 Site-SynthDigits                   | Val  Loss: 2.0561 | Val  Acc: 0.3106
 Site-SynthDigits                   | Val  Loss: 1.9285 | Val  Acc: 0.3081
 Site-MNIST_M                       | Val  Loss: 1.9999 | Val  Acc: 0.4432
 Site-MNIST_M                       | Val  Loss: 2.0904 | Val  Acc: 0.3258
 Site-SVHN                          | Val  Loss: 2.2178 | Val  Acc: 0.2055
Average Valid Accuracy: 0.5924
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.7321
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.7857
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.7368
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.7544
 Best site-USPS                      | Epoch:0 | Val Acc: 0.7788
 Best site-USPS                      | Epoch:0 | Val Acc: 0.7821
 Best site-USPS                      | Epoch:0 | Val Acc: 0.7607
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.3106
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.3081
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.4432
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.3258
 Best site-SVHN                      | Epoch:0 | Val Acc: 0.2055
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/fedsam...
============ Train epoch 1 ============
 Site-MNIST                         | Train Loss: 0.7142 | Train Acc: 0.8356
 Site-MNIST                         | Train Loss: 0.7136 | Train Acc: 0.8343
 Site-MNIST                         | Train Loss: 0.7912 | Train Acc: 0.7850
 Site-MNIST                         | Train Loss: 0.7119 | Train Acc: 0.8292
 Site-MNIST                         | Train Loss: 0.7257 | Train Acc: 0.8284
 Site-USPS                          | Train Loss: 0.6578 | Train Acc: 0.8273
 Site-USPS                          | Train Loss: 0.6106 | Train Acc: 0.8419
 Site-USPS                          | Train Loss: 0.5853 | Train Acc: 0.8711
 Site-SynthDigits                   | Train Loss: 1.7221 | Train Acc: 0.4129
 Site-SynthDigits                   | Train Loss: 1.6311 | Train Acc: 0.4684
 Site-MNIST_M                       | Train Loss: 1.8078 | Train Acc: 0.4347
 Site-MNIST_M                       | Train Loss: 1.8996 | Train Acc: 0.3674
 Site-SVHN                          | Train Loss: 2.1478 | Train Acc: 0.2470
Average Train Accuracy: 0.6602
 Site-MNIST                         | Val  Loss: 0.7152 | Val  Acc: 0.8214
 Site-MNIST                         | Val  Loss: 0.7172 | Val  Acc: 0.8571
 Site-MNIST                         | Val  Loss: 0.7100 | Val  Acc: 0.8413
 Site-MNIST                         | Val  Loss: 0.7613 | Val  Acc: 0.8000
 Site-MNIST                         | Val  Loss: 0.7456 | Val  Acc: 0.8175
 Site-USPS                          | Val  Loss: 0.5823 | Val  Acc: 0.8558
 Site-USPS                          | Val  Loss: 0.6309 | Val  Acc: 0.8333
 Site-USPS                          | Val  Loss: 0.6493 | Val  Acc: 0.8205
 Site-SynthDigits                   | Val  Loss: 1.9200 | Val  Acc: 0.4091
 Site-SynthDigits                   | Val  Loss: 1.6648 | Val  Acc: 0.4091
 Site-MNIST_M                       | Val  Loss: 1.7484 | Val  Acc: 0.4886
 Site-MNIST_M                       | Val  Loss: 1.7964 | Val  Acc: 0.4318
 Site-SVHN                          | Val  Loss: 2.1734 | Val  Acc: 0.2671
Average Valid Accuracy: 0.6656
