===2023-07-01 14:21:30===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.3100 | Train Acc: 0.7834
 Site-Clipart                       | Train Loss: 1.2946 | Train Acc: 0.7945
 Site-Real                          | Train Loss: 1.0564 | Train Acc: 0.8917
 Site-Real                          | Train Loss: 0.9366 | Train Acc: 0.9492
 Site-Painting                      | Train Loss: 1.1113 | Train Acc: 0.8535
 Site-Painting                      | Train Loss: 1.1400 | Train Acc: 0.8326
 Site-Sketch                        | Train Loss: 1.2948 | Train Acc: 0.6879
 Site-Sketch                        | Train Loss: 1.2735 | Train Acc: 0.7246
 Site-QuickDraw                     | Train Loss: 1.9421 | Train Acc: 0.4650
 Site-QuickDraw                     | Train Loss: 1.9524 | Train Acc: 0.4428
 Site-Infograph                     | Train Loss: 1.8266 | Train Acc: 0.4777
 Site-Infograph                     | Train Loss: 1.8116 | Train Acc: 0.4979
Average Train Accuracy: 0.7001
 Site-Clipart                       | Val  Loss: 1.3213 | Val  Acc: 0.8095
 Site-Clipart                       | Val  Loss: 1.3094 | Val  Acc: 0.7714
 Site-Real                          | Val  Loss: 0.9441 | Val  Acc: 0.9619
 Site-Real                          | Val  Loss: 0.9714 | Val  Acc: 0.9397
 Site-Painting                      | Val  Loss: 1.0556 | Val  Acc: 0.8667
 Site-Painting                      | Val  Loss: 1.1506 | Val  Acc: 0.8413
 Site-Sketch                        | Val  Loss: 1.2658 | Val  Acc: 0.7333
 Site-Sketch                        | Val  Loss: 1.2618 | Val  Acc: 0.7365
 Site-QuickDraw                     | Val  Loss: 1.9371 | Val  Acc: 0.4476
 Site-QuickDraw                     | Val  Loss: 1.9358 | Val  Acc: 0.4349
 Site-Infograph                     | Val  Loss: 1.9059 | Val  Acc: 0.4381
 Site-Infograph                     | Val  Loss: 1.8330 | Val  Acc: 0.4857
Average Valid Accuracy: 0.7056
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.8095
