===2023-04-19 11:49:11===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 16
    iters: 50
    wk_iters: 1
    tune: False
    lambda for constrastive: 0.5
data_number=[25,50,75,100,31,8,17,26,35,32,38,35,]
label set of clients: [10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 9, ]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart   | Train Loss: 2.1881 | Train Acc: 0.2400
 Site-Clipart   | Train Loss: 2.1581 | Train Acc: 0.1400
 Site-Clipart   | Train Loss: 2.2316 | Train Acc: 0.1600
 Site-Clipart   | Train Loss: 2.1935 | Train Acc: 0.2100
 Site-Infograph | Train Loss: 2.3350 | Train Acc: 0.0968
 Site-Painting  | Train Loss: 2.3068 | Train Acc: 0.1250
 Site-Painting  | Train Loss: 2.4922 | Train Acc: 0.1176
 Site-Painting  | Train Loss: 2.2144 | Train Acc: 0.3077
 Site-Painting  | Train Loss: 2.3736 | Train Acc: 0.0286
 Site-QuickDraw | Train Loss: 2.2685 | Train Acc: 0.1562
 Site-Real      | Train Loss: 2.3437 | Train Acc: 0.0789
 Site-Sketch    | Train Loss: 2.1979 | Train Acc: 0.1143
 Site-Clipart   | Val  Loss: 2.3454 | Val  Acc: 0.0625
 Site-Clipart   | Val  Loss: 2.1981 | Val  Acc: 0.0606
 Site-Clipart   | Val  Loss: 2.2653 | Val  Acc: 0.1200
 Site-Clipart   | Val  Loss: 2.2695 | Val  Acc: 0.1791
 Site-Infograph | Val  Loss: 2.4726 | Val  Acc: 0.1000
 Site-Painting  | Val  Loss: 2.3789 | Val  Acc: 0.0000
 Site-Painting  | Val  Loss: 2.1646 | Val  Acc: 0.2727
 Site-Painting  | Val  Loss: 2.3702 | Val  Acc: 0.1765
 Site-Painting  | Val  Loss: 2.2626 | Val  Acc: 0.3913
 Site-QuickDraw | Val  Loss: 2.3489 | Val  Acc: 0.0476
 Site-Real      | Val  Loss: 2.3875 | Val  Acc: 0.0400
 Site-Sketch    | Val  Loss: 2.1239 | Val  Acc: 0.2174
Average Valid Accuracy: 0.1390
 Best site-Clipart    | Epoch:0 | Val Acc: 0.0625
 Best site-Clipart    | Epoch:0 | Val Acc: 0.0606
 Best site-Clipart    | Epoch:0 | Val Acc: 0.1200
 Best site-Clipart    | Epoch:0 | Val Acc: 0.1791
 Best site-Infograph  | Epoch:0 | Val Acc: 0.1000
 Best site-Painting   | Epoch:0 | Val Acc: 0.0000
 Best site-Painting   | Epoch:0 | Val Acc: 0.2727
 Best site-Painting   | Epoch:0 | Val Acc: 0.1765
 Best site-Painting   | Epoch:0 | Val Acc: 0.3913
 Best site-QuickDraw  | Epoch:0 | Val Acc: 0.0476
 Best site-Real       | Epoch:0 | Val Acc: 0.0400
 Best site-Sketch     | Epoch:0 | Val Acc: 0.2174
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven-4_1/drfl...
============ Train epoch 1 ============
 Site-Clipart   | Train Loss: 2.0705 | Train Acc: 0.1600
 Site-Clipart   | Train Loss: 2.0740 | Train Acc: 0.2600
 Site-Clipart   | Train Loss: 2.1744 | Train Acc: 0.2400
 Site-Clipart   | Train Loss: 2.1101 | Train Acc: 0.2700
 Site-Infograph | Train Loss: 2.3089 | Train Acc: 0.1613
 Site-Painting  | Train Loss: 2.3329 | Train Acc: 0.1250
 Site-Painting  | Train Loss: 2.2854 | Train Acc: 0.1765
 Site-Painting  | Train Loss: 2.1809 | Train Acc: 0.2692
 Site-Painting  | Train Loss: 2.2146 | Train Acc: 0.0286
 Site-QuickDraw | Train Loss: 2.3054 | Train Acc: 0.1250
 Site-Real      | Train Loss: 2.2660 | Train Acc: 0.1316
 Site-Sketch    | Train Loss: 2.1360 | Train Acc: 0.2000
 Site-Clipart   | Val  Loss: 2.2280 | Val  Acc: 0.1250
 Site-Clipart   | Val  Loss: 2.0826 | Val  Acc: 0.1515
 Site-Clipart   | Val  Loss: 2.1400 | Val  Acc: 0.2800
 Site-Clipart   | Val  Loss: 2.1573 | Val  Acc: 0.2537
 Site-Infograph | Val  Loss: 2.3937 | Val  Acc: 0.0000
 Site-Painting  | Val  Loss: 2.3145 | Val  Acc: 0.0000
 Site-Painting  | Val  Loss: 2.1334 | Val  Acc: 0.1818
 Site-Painting  | Val  Loss: 2.1842 | Val  Acc: 0.1765
 Site-Painting  | Val  Loss: 2.2007 | Val  Acc: 0.2174
 Site-QuickDraw | Val  Loss: 2.3837 | Val  Acc: 0.0476
 Site-Real      | Val  Loss: 2.3642 | Val  Acc: 0.0800
 Site-Sketch    | Val  Loss: 2.0523 | Val  Acc: 0.3043
Average Valid Accuracy: 0.1515
 Best site-Clipart    | Epoch:1 | Val Acc: 0.1250
 Best site-Clipart    | Epoch:1 | Val Acc: 0.1515
 Best site-Clipart    | Epoch:1 | Val Acc: 0.2800
 Best site-Clipart    | Epoch:1 | Val Acc: 0.2537
 Best site-Infograph  | Epoch:1 | Val Acc: 0.0000
 Best site-Painting   | Epoch:1 | Val Acc: 0.0000
 Best site-Painting   | Epoch:1 | Val Acc: 0.1818
 Best site-Painting   | Epoch:1 | Val Acc: 0.1765
 Best site-Painting   | Epoch:1 | Val Acc: 0.2174
 Best site-QuickDraw  | Epoch:1 | Val Acc: 0.0476
 Best site-Real       | Epoch:1 | Val Acc: 0.0800
 Best site-Sketch     | Epoch:1 | Val Acc: 0.3043
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven-4_1/drfl...
============ Train epoch 2 ============
 Site-Clipart   | Train Loss: 2.1000 | Train Acc: 0.1600
 Site-Clipart   | Train Loss: 2.0734 | Train Acc: 0.3200
 Site-Clipart   | Train Loss: 2.0743 | Train Acc: 0.2800
 Site-Clipart   | Train Loss: 2.0552 | Train Acc: 0.3200
 Site-Infograph | Train Loss: 2.2884 | Train Acc: 0.0645
 Site-Painting  | Train Loss: 2.3087 | Train Acc: 0.1250
 Site-Painting  | Train Loss: 2.2192 | Train Acc: 0.2941
 Site-Painting  | Train Loss: 2.0960 | Train Acc: 0.3462
 Site-Painting  | Train Loss: 2.2181 | Train Acc: 0.2000
 Site-QuickDraw | Train Loss: 2.3235 | Train Acc: 0.1250
 Site-Real      | Train Loss: 2.2288 | Train Acc: 0.1579
 Site-Sketch    | Train Loss: 2.0505 | Train Acc: 0.2857
 Site-Clipart   | Val  Loss: 2.1432 | Val  Acc: 0.2500
 Site-Clipart   | Val  Loss: 1.9527 | Val  Acc: 0.2727
 Site-Clipart   | Val  Loss: 2.0259 | Val  Acc: 0.3600
 Site-Clipart   | Val  Loss: 2.1449 | Val  Acc: 0.2537
 Site-Infograph | Val  Loss: 2.4382 | Val  Acc: 0.0500
 Site-Painting  | Val  Loss: 2.1511 | Val  Acc: 0.2000
 Site-Painting  | Val  Loss: 2.0396 | Val  Acc: 0.4545
 Site-Painting  | Val  Loss: 2.3305 | Val  Acc: 0.2941
 Site-Painting  | Val  Loss: 2.2196 | Val  Acc: 0.2609
 Site-QuickDraw | Val  Loss: 2.3474 | Val  Acc: 0.0952
 Site-Real      | Val  Loss: 2.2476 | Val  Acc: 0.0800
 Site-Sketch    | Val  Loss: 2.0697 | Val  Acc: 0.3913
Average Valid Accuracy: 0.2469
 Best site-Clipart    | Epoch:2 | Val Acc: 0.2500
 Best site-Clipart    | Epoch:2 | Val Acc: 0.2727
 Best site-Clipart    | Epoch:2 | Val Acc: 0.3600
 Best site-Clipart    | Epoch:2 | Val Acc: 0.2537
 Best site-Infograph  | Epoch:2 | Val Acc: 0.0500
 Best site-Painting   | Epoch:2 | Val Acc: 0.2000
 Best site-Painting   | Epoch:2 | Val Acc: 0.4545
 Best site-Painting   | Epoch:2 | Val Acc: 0.2941
 Best site-Painting   | Epoch:2 | Val Acc: 0.2609
 Best site-QuickDraw  | Epoch:2 | Val Acc: 0.0952
 Best site-Real       | Epoch:2 | Val Acc: 0.0800
 Best site-Sketch     | Epoch:2 | Val Acc: 0.3913
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven-4_1/drfl...
============ Train epoch 3 ============
 Site-Clipart   | Train Loss: 1.9673 | Train Acc: 0.4800
 Site-Clipart   | Train Loss: 2.0907 | Train Acc: 0.3800
 Site-Clipart   | Train Loss: 1.9775 | Train Acc: 0.3467
 Site-Clipart   | Train Loss: 1.9970 | Train Acc: 0.4000
 Site-Infograph | Train Loss: 2.3062 | Train Acc: 0.2581
 Site-Painting  | Train Loss: 2.2607 | Train Acc: 0.1250
 Site-Painting  | Train Loss: 2.1475 | Train Acc: 0.4706
 Site-Painting  | Train Loss: 2.0176 | Train Acc: 0.3077
 Site-Painting  | Train Loss: 2.1199 | Train Acc: 0.1714
 Site-QuickDraw | Train Loss: 2.3041 | Train Acc: 0.1250
 Site-Real      | Train Loss: 2.0226 | Train Acc: 0.3421
 Site-Sketch    | Train Loss: 2.0635 | Train Acc: 0.2571
 Site-Clipart   | Val  Loss: 2.0167 | Val  Acc: 0.3125
 Site-Clipart   | Val  Loss: 1.8238 | Val  Acc: 0.3939
 Site-Clipart   | Val  Loss: 1.9838 | Val  Acc: 0.3000
 Site-Clipart   | Val  Loss: 2.0357 | Val  Acc: 0.3433
 Site-Infograph | Val  Loss: 2.3880 | Val  Acc: 0.0500
 Site-Painting  | Val  Loss: 2.0744 | Val  Acc: 0.2000
 Site-Painting  | Val  Loss: 2.0373 | Val  Acc: 0.3636
 Site-Painting  | Val  Loss: 2.2516 | Val  Acc: 0.4706
 Site-Painting  | Val  Loss: 2.0754 | Val  Acc: 0.3478
 Site-QuickDraw | Val  Loss: 2.3612 | Val  Acc: 0.0952
 Site-Real      | Val  Loss: 2.1907 | Val  Acc: 0.1600
 Site-Sketch    | Val  Loss: 1.9681 | Val  Acc: 0.3043
Average Valid Accuracy: 0.2784
 Best site-Clipart    | Epoch:3 | Val Acc: 0.3125
 Best site-Clipart    | Epoch:3 | Val Acc: 0.3939
 Best site-Clipart    | Epoch:3 | Val Acc: 0.3000
 Best site-Clipart    | Epoch:3 | Val Acc: 0.3433
 Best site-Infograph  | Epoch:3 | Val Acc: 0.0500
 Best site-Painting   | Epoch:3 | Val Acc: 0.2000
 Best site-Painting   | Epoch:3 | Val Acc: 0.3636
 Best site-Painting   | Epoch:3 | Val Acc: 0.4706
 Best site-Painting   | Epoch:3 | Val Acc: 0.3478
 Best site-QuickDraw  | Epoch:3 | Val Acc: 0.0952
 Best site-Real       | Epoch:3 | Val Acc: 0.1600
 Best site-Sketch     | Epoch:3 | Val Acc: 0.3043
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven-4_1/drfl...
============ Train epoch 4 ============
 Site-Clipart   | Train Loss: 1.9007 | Train Acc: 0.4800
 Site-Clipart   | Train Loss: 2.0712 | Train Acc: 0.3200
 Site-Clipart   | Train Loss: 1.9108 | Train Acc: 0.3867
 Site-Clipart   | Train Loss: 1.9387 | Train Acc: 0.4400
 Site-Infograph | Train Loss: 2.2652 | Train Acc: 0.1935
 Site-Painting  | Train Loss: 2.2093 | Train Acc: 0.2500
 Site-Painting  | Train Loss: 1.7816 | Train Acc: 0.4118
 Site-Painting  | Train Loss: 2.0206 | Train Acc: 0.3462
 Site-Painting  | Train Loss: 2.0941 | Train Acc: 0.3143
 Site-QuickDraw | Train Loss: 2.2721 | Train Acc: 0.0938
 Site-Real      | Train Loss: 2.0264 | Train Acc: 0.4211
 Site-Sketch    | Train Loss: 1.9334 | Train Acc: 0.3714
 Site-Clipart   | Val  Loss: 1.9462 | Val  Acc: 0.4375
 Site-Clipart   | Val  Loss: 1.7243 | Val  Acc: 0.5152
 Site-Clipart   | Val  Loss: 1.9094 | Val  Acc: 0.4800
 Site-Clipart   | Val  Loss: 1.9753 | Val  Acc: 0.3284
 Site-Infograph | Val  Loss: 2.4550 | Val  Acc: 0.1000
 Site-Painting  | Val  Loss: 2.0524 | Val  Acc: 0.2000
 Site-Painting  | Val  Loss: 1.9419 | Val  Acc: 0.2727
 Site-Painting  | Val  Loss: 2.0883 | Val  Acc: 0.2353
 Site-Painting  | Val  Loss: 2.1031 | Val  Acc: 0.3913
 Site-QuickDraw | Val  Loss: 2.3263 | Val  Acc: 0.1429
 Site-Real      | Val  Loss: 2.1497 | Val  Acc: 0.2800
 Site-Sketch    | Val  Loss: 1.9390 | Val  Acc: 0.3913
Average Valid Accuracy: 0.3145
 Best site-Clipart    | Epoch:4 | Val Acc: 0.4375
 Best site-Clipart    | Epoch:4 | Val Acc: 0.5152
 Best site-Clipart    | Epoch:4 | Val Acc: 0.4800
 Best site-Clipart    | Epoch:4 | Val Acc: 0.3284
 Best site-Infograph  | Epoch:4 | Val Acc: 0.1000
 Best site-Painting   | Epoch:4 | Val Acc: 0.2000
 Best site-Painting   | Epoch:4 | Val Acc: 0.2727
 Best site-Painting   | Epoch:4 | Val Acc: 0.2353
 Best site-Painting   | Epoch:4 | Val Acc: 0.3913
 Best site-QuickDraw  | Epoch:4 | Val Acc: 0.1429
 Best site-Real       | Epoch:4 | Val Acc: 0.2800
 Best site-Sketch     | Epoch:4 | Val Acc: 0.3913
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven-4_1/drfl...
============ Train epoch 5 ============
 Site-Clipart   | Train Loss: 1.9198 | Train Acc: 0.3600
 Site-Clipart   | Train Loss: 1.8696 | Train Acc: 0.4600
 Site-Clipart   | Train Loss: 1.8652 | Train Acc: 0.4533
 Site-Clipart   | Train Loss: 1.7975 | Train Acc: 0.5400
 Site-Infograph | Train Loss: 2.2771 | Train Acc: 0.2581
 Site-Painting  | Train Loss: 2.1806 | Train Acc: 0.1250
 Site-Painting  | Train Loss: 2.1988 | Train Acc: 0.4118
 Site-Painting  | Train Loss: 1.9365 | Train Acc: 0.4615
 Site-Painting  | Train Loss: 2.1313 | Train Acc: 0.3143
